"","EntityID","LocationID","ObservationTimeString","Variable","Value","ObservationTime"
"1",1,"UKNWN",2019-01-20 06:33:01,"Var.1",118.403158765767,1547983981
"2",1,"UKNWN",2019-01-20 06:48:01,"Var.1",107.332308683724,1547984881
"3",1,"UKNWN",2019-01-20 07:03:01,"Var.1",86.4955212747427,1547985781
"4",1,"UKNWN",2019-01-20 07:18:01,"Var.1",88.9451084341234,1547986681
"5",1,"UKNWN",2019-01-20 07:33:01,"Var.1",108.199916983021,1547987581
"6",1,"UKNWN",2019-01-20 07:48:01,"Var.1",104.482421984893,1547988481
"7",1,"UKNWN",2019-01-20 08:03:01,"Var.1",96.5874513605668,1547989381
"8",1,"UKNWN",2019-01-20 08:18:01,"Var.1",104.160693766253,1547990281
"9",1,"UKNWN",2019-01-20 08:33:01,"Var.1",95.0312837349234,1547991181
"10",1,"UKNWN",2019-01-20 08:48:01,"Var.1",97.692718147582,1547992081
"11",1,"UKNWN",2019-01-20 09:03:01,"Var.1",97.2641410326936,1547992981
"12",1,"UKNWN",2019-01-20 09:18:01,"Var.1",107.239794985718,1547993881
"13",1,"UKNWN",2019-01-20 09:33:01,"Var.1",91.8381675742166,1547994781
"14",1,"UKNWN",2019-01-20 09:48:01,"Var.1",101.454201172502,1547995681
"15",1,"UKNWN",2019-01-20 10:03:01,"Var.1",116.612969443068,1547996581
"16",1,"UKNWN",2019-01-20 10:18:01,"Var.1",115.049537494694,1547997481
"17",1,"UKNWN",2019-01-20 10:33:01,"Var.1",95.1391503435553,1547998381
"18",1,"UKNWN",2019-01-20 10:48:01,"Var.1",93.9517918558179,1547999281
"19",1,"UKNWN",2019-01-20 11:03:01,"Var.1",95.4658999812487,1548000181
"20",1,"UKNWN",2019-01-20 11:18:01,"Var.1",127.524025658466,1548001081
"21",1,"UKNWN",2019-01-20 11:33:01,"Var.1",98.425676560444,1548001981
"22",1,"UKNWN",2019-01-20 11:48:01,"Var.1",89.8594287846853,1548002881
"23",1,"UKNWN",2019-01-20 12:03:01,"Var.1",94.7407774818675,1548003781
"24",1,"UKNWN",2019-01-20 12:18:01,"Var.1",100.254625115113,1548004681
"25",2,"UKNWN",2019-01-19 00:16:24,"Var.1",111.327714394045,1547874984
"26",2,"UKNWN",2019-01-19 00:31:24,"Var.1",98.0879801218707,1547875884
"27",2,"UKNWN",2019-01-19 00:46:24,"Var.1",101.579356516029,1547876784
"28",2,"UKNWN",2019-01-19 01:01:24,"Var.1",106.413794091451,1547877684
"29",2,"UKNWN",2019-01-19 01:16:24,"Var.1",102.503672378436,1547878584
"30",2,"UKNWN",2019-01-19 01:31:24,"Var.1",85.7152019977284,1547879484
"31",2,"UKNWN",2019-01-19 01:46:24,"Var.1",117.189868285276,1547880384
"32",2,"UKNWN",2019-01-19 02:01:24,"Var.1",101.055464881145,1547881284
"33",2,"UKNWN",2019-01-19 02:16:24,"Var.1",84.8207968630806,1547882184
"34",2,"UKNWN",2019-01-19 02:31:24,"Var.1",118.698614955124,1547883084
"35",2,"UKNWN",2019-01-19 02:46:24,"Var.1",94.330509770053,1547883984
"36",2,"UKNWN",2019-01-19 03:01:24,"Var.1",103.589709580613,1547884884
"37",2,"UKNWN",2019-01-19 03:16:24,"Var.1",94.447317134758,1547885784
"38",2,"UKNWN",2019-01-19 03:31:24,"Var.1",93.2793062250491,1547886684
"39",2,"UKNWN",2019-01-19 03:46:24,"Var.1",88.3652809514739,1547887584
"40",2,"UKNWN",2019-01-19 04:01:24,"Var.1",102.329955503137,1547888484
"41",2,"UKNWN",2019-01-19 04:16:24,"Var.1",110.684063224898,1547889384
"42",2,"UKNWN",2019-01-19 04:31:24,"Var.1",98.7608524530443,1547890284
"43",2,"UKNWN",2019-01-19 04:46:24,"Var.1",87.7214154088549,1547891184
"44",2,"UKNWN",2019-01-19 05:01:24,"Var.1",95.536965196929,1547892084
"45",2,"UKNWN",2019-01-19 05:16:24,"Var.1",88.6892464342577,1547892984
"46",2,"UKNWN",2019-01-19 05:31:24,"Var.1",97.9092123081713,1547893884
"47",2,"UKNWN",2019-01-19 05:46:24,"Var.1",90.5947350312887,1547894784
"48",2,"UKNWN",2019-01-19 06:01:24,"Var.1",112.570956426805,1547895684
"49",3,"UKNWN",2019-01-15 22:05:46,"Var.1",119.785618554817,1547607946
"50",3,"UKNWN",2019-01-15 22:20:46,"Var.1",119.201197252233,1547608846
"51",3,"UKNWN",2019-01-15 22:35:46,"Var.1",103.640249340187,1547609746
"52",3,"UKNWN",2019-01-15 22:50:46,"Var.1",91.2882239234239,1547610646
"53",3,"UKNWN",2019-01-15 23:05:46,"Var.1",96.0105868560143,1547611546
"54",3,"UKNWN",2019-01-15 23:20:46,"Var.1",97.6635898661217,1547612446
"55",3,"UKNWN",2019-01-15 23:35:46,"Var.1",97.5823963612452,1547613346
"56",3,"UKNWN",2019-01-15 23:50:46,"Var.1",99.292913379665,1547614246
"57",3,"UKNWN",2019-01-16 00:05:46,"Var.1",108.74998308123,1547615146
"58",3,"UKNWN",2019-01-16 00:20:46,"Var.1",101.324067896404,1547616046
"59",3,"UKNWN",2019-01-16 00:35:46,"Var.1",98.7882432407956,1547616946
"60",3,"UKNWN",2019-01-16 00:50:46,"Var.1",91.8530479059531,1547617846
"61",3,"UKNWN",2019-01-16 01:05:46,"Var.1",96.4842949204961,1547618746
"62",3,"UKNWN",2019-01-16 01:20:46,"Var.1",96.3812529046102,1547619646
"63",3,"UKNWN",2019-01-16 01:35:46,"Var.1",91.4036892980417,1547620546
"64",3,"UKNWN",2019-01-16 01:50:46,"Var.1",101.993766948754,1547621446
"65",3,"UKNWN",2019-01-16 02:05:46,"Var.1",102.4662009305,1547622346
"66",3,"UKNWN",2019-01-16 02:20:46,"Var.1",107.911368981595,1547623246
"67",3,"UKNWN",2019-01-16 02:35:46,"Var.1",98.7647423866001,1547624146
"68",3,"UKNWN",2019-01-16 02:50:46,"Var.1",92.4125229011771,1547625046
"69",3,"UKNWN",2019-01-16 03:05:46,"Var.1",97.291351326217,1547625946
"70",3,"UKNWN",2019-01-16 03:20:46,"Var.1",104.186459963076,1547626846
"71",3,"UKNWN",2019-01-16 03:35:46,"Var.1",79.1964278234936,1547627746
"72",3,"UKNWN",2019-01-16 03:50:46,"Var.1",95.479011633847,1547628646
"73",4,"UKNWN",2019-01-14 12:32:52,"Var.1",94.3598890071022,1547487172
"74",4,"UKNWN",2019-01-14 12:47:52,"Var.1",102.633644709252,1547488072
"75",4,"UKNWN",2019-01-14 13:02:52,"Var.1",120.960954153838,1547488972
"76",4,"UKNWN",2019-01-14 13:17:52,"Var.1",90.3585400600129,1547489872
"77",4,"UKNWN",2019-01-14 13:32:52,"Var.1",92.9082039496511,1547490772
"78",4,"UKNWN",2019-01-14 13:47:52,"Var.1",81.5268442062707,1547491672
"79",4,"UKNWN",2019-01-14 14:02:52,"Var.1",104.264049821708,1547492572
"80",4,"UKNWN",2019-01-14 14:17:52,"Var.1",82.6840219735328,1547493472
"81",4,"UKNWN",2019-01-14 14:32:52,"Var.1",112.147793977345,1547494372
"82",4,"UKNWN",2019-01-14 14:47:52,"Var.1",71.0528416884746,1547495272
"83",4,"UKNWN",2019-01-14 15:02:52,"Var.1",82.3323024619372,1547496172
"84",4,"UKNWN",2019-01-14 15:17:52,"Var.1",91.5135331635246,1547497072
"85",4,"UKNWN",2019-01-14 15:32:52,"Var.1",99.1974812756873,1547497972
"86",4,"UKNWN",2019-01-14 15:47:52,"Var.1",105.335407676794,1547498872
"87",4,"UKNWN",2019-01-14 16:02:52,"Var.1",87.7185393820328,1547499772
"88",4,"UKNWN",2019-01-14 16:17:52,"Var.1",100.216200639567,1547500672
"89",4,"UKNWN",2019-01-14 16:32:52,"Var.1",92.3768285473712,1547501572
"90",4,"UKNWN",2019-01-14 16:47:52,"Var.1",112.861609592317,1547502472
"91",4,"UKNWN",2019-01-14 17:02:52,"Var.1",94.2100139356723,1547503372
"92",4,"UKNWN",2019-01-14 17:17:52,"Var.1",89.234267178806,1547504272
"93",4,"UKNWN",2019-01-14 17:32:52,"Var.1",119.313140558792,1547505172
"94",4,"UKNWN",2019-01-14 17:47:52,"Var.1",103.913774265726,1547506072
"95",4,"UKNWN",2019-01-14 18:02:52,"Var.1",100.806699800526,1547506972
"96",4,"UKNWN",2019-01-14 18:17:52,"Var.1",95.0671556283048,1547507872
"97",5,"UKNWN",2019-01-20 13:31:39,"Var.1",114.937651264272,1548009099
"98",5,"UKNWN",2019-01-20 13:46:39,"Var.1",87.9078586873668,1548009999
"99",5,"UKNWN",2019-01-20 14:01:39,"Var.1",98.1567094455731,1548010899
"100",5,"UKNWN",2019-01-20 14:16:39,"Var.1",106.48553992279,1548011799
"101",5,"UKNWN",2019-01-20 14:31:39,"Var.1",114.04376857269,1548012699
"102",5,"UKNWN",2019-01-20 14:46:39,"Var.1",113.38042277875,1548013599
"103",5,"UKNWN",2019-01-20 15:01:39,"Var.1",97.7372266192421,1548014499
"104",5,"UKNWN",2019-01-20 15:16:39,"Var.1",117.941695646829,1548015399
"105",5,"UKNWN",2019-01-20 15:31:39,"Var.1",86.22314312966,1548016299
