"","EntityID","LocationID","ObservationTimeString","Variable","Value","ObservationTime"
"1",1,"UKNWN",2019-01-19 14:03:23,"Var.1",765.086666666667,1547924603
"2",1,"UKNWN",2019-01-19 14:18:23,"Var.1",766.086666666667,1547925503
"3",1,"UKNWN",2019-01-19 14:33:23,"Var.1",767.086666666667,1547926403
"4",1,"UKNWN",2019-01-19 14:48:23,"Var.1",768.086666666667,1547927303
"5",1,"UKNWN",2019-01-19 15:03:23,"Var.1",769.086666666667,1547928203
"6",1,"UKNWN",2019-01-19 15:18:23,"Var.1",770.086666666667,1547929103
"7",1,"UKNWN",2019-01-19 15:33:23,"Var.1",771.086666666667,1547930003
"8",1,"UKNWN",2019-01-19 15:48:23,"Var.1",772.086666666667,1547930903
"9",1,"UKNWN",2019-01-19 16:03:23,"Var.1",773.086666666667,1547931803
"10",1,"UKNWN",2019-01-19 16:18:23,"Var.1",774.086666666667,1547932703
"11",1,"UKNWN",2019-01-19 16:33:23,"Var.1",775.086666666667,1547933603
"12",1,"UKNWN",2019-01-19 16:48:23,"Var.1",776.086666666667,1547934503
"13",1,"UKNWN",2019-01-19 17:03:23,"Var.1",777.086666666667,1547935403
"14",1,"UKNWN",2019-01-19 17:18:23,"Var.1",778.086666666667,1547936303
"15",1,"UKNWN",2019-01-19 17:33:23,"Var.1",779.086666666667,1547937203
"16",1,"UKNWN",2019-01-19 17:48:23,"Var.1",780.086666666667,1547938103
"17",1,"UKNWN",2019-01-19 18:03:23,"Var.1",781.086666666667,1547939003
"18",1,"UKNWN",2019-01-19 18:18:23,"Var.1",782.086666666667,1547939903
"19",1,"UKNWN",2019-01-19 18:33:23,"Var.1",783.086666666667,1547940803
"20",1,"UKNWN",2019-01-19 18:48:23,"Var.1",784.086666666667,1547941703
"21",1,"UKNWN",2019-01-19 19:03:23,"Var.1",785.086666666667,1547942603
"22",1,"UKNWN",2019-01-19 19:18:23,"Var.1",786.086666666667,1547943503
"23",1,"UKNWN",2019-01-19 19:33:23,"Var.1",787.086666666667,1547944403
